tweet,existence
Global warming theory snowing all over Baltimore and New England.,0
"Another Snowstorm: What Happened to Global Warming?: By Bryan Walsh Wednesday, Feb. 10, 2010 Alex Brandon / AP As ... http://bit.ly/bXx9aV",0
"2 quote Ackroyd's SNL anchor: Joy Behar, u ignorant slut! You BELIEVE in global warming and u mock Palin? http://bit.ly/9h6d3c Ur an idiot!",0
"@greenbubble is EVERYTHING demented, sad, pathetic about liberalism. They think Vagina Monologues & global warming are important topics.",0
These people R certifiably insane!There's no freaking global warming & you old cranks (Jane Fonda & the rest) are (cont) http://tl.gd/83nob,0
"RT @gopevangelist: Global warming hysteria presumes 3 things: 1 it exists, 2 it is man-made, 3 it is bad. All 3 must be true. This winter may prove all 3 false",0
"Global warming hysteria presumes 3 things: 1 it exists, 2 it is man-made, 3 it is bad. All 3 must be true. This winter may prove all 3 false",0
We're expecting another deluge of global warming tonight.,0
Los Angeles: Palin Calls Global Warming a 'Bunch of Snake Oil Science' http://bit.ly/c7ypFi,0
To me this winter is proof that God has a sense of humor at the expense of the climate change worshipers. http://myloc.me/3Fmvx,0
@ConservativeLA like newt but can't support anyone who gives any credence to global warming.  http://myloc.me/3FmlS,0
"Palin: Global Warming Just ""Snake Oil"" - CBS News: Former Alaska Governor Dismisses Climate Change Research at Cal... http://bit.ly/9RGdFx",0
"@Jen_Niffer Wait it out, global warming is the trend...is what I hear anyway. ;-) #agw #environitwits. #ecofascism #tcot #snOMG",0
#tcot RT RT RT @Seorse http://twitpic.com/12btoz - AP photo from VA...Global-warming scientist on a lunch break,0
"Democrat Party supports Prostitution, Abortion, Pot, Homosexuality, NAMBLA Global Warming ACORN ECIU ATHEIST  #tcot @Glenn Beck Fox News",0
Conservatives hot about global warming ballot measure. Your thoughts about California's AB32? Suspend it? http://bit.ly/AB32fight #fb,0
Utah Legislature: House formally questions global warming: By Bob Bernick Jr. SALT LAKE CITY ' With most Democrats... http://bit.ly/9rjlSg,0
@algore fuck you man...I was your biggest supporter...then you let it rain like noahs ark...fuck your theory on global warming..,0
"@i_r_squared And she can then extend it to global warming et al and say ""Ha, hologram-illusion-lalala""?",0
"Palin Dismisses Climate Change as ""Snake Oil Science"": http://wp.me/pqpBU-cF",0
"RT @LAist: Speaking at a CA Event today, Palin Calls Global Warming a 'Bunch of Snake Oil Science': http://bit.ly/cpZm87",0
"RT @LAist: Speaking at a CA Event today, Palin Calls Global Warming a 'Bunch of Snake Oil Science': http://bit.ly/cpZm87",0
"Must be global warming! NYC public schools will be closed tomorrow, Wednesday, due to an expected winter snowstorm. /via @311NYC",0
Palin Calls Global Warming a 'Bunch of Snake Oil Science' http://dlvr.it/1bYm,0
"BREAKING NEWS: The global warming is falling hard and fast Los Angeles, prompting evacuations in some areas.",0
"Palin: A ""Bunch of snake oil science"" on global warming: Former Alaska Gov. Sarah Palin, who set up a task force t... http://bit.ly/97PmXU",0
Climate Change: Global hoax? http://bte.tc/ayxx #RTW,0
The great global warming collapse. Truth comes out! CarlWattsArtist.com http://ping.fm/xZOxH,0
Palin Calls Global Warming Research 'Snake Oil Science' - Truthdig: 2010/02/09 - During her speech at a logging co... http://bit.ly/dDqBpL,0
RT @VFClimate Geoengineering inevitable? #energy http://vf.cx/ru6//Scientists playing God in false pretense of climate change.#climategate,0
"@PersonalLiberty Global Warming Expert Cleared Of Some Allegations, New Investigation Launched  http://twurl.nl/mchcuw",0
http://ow.ly/15qN9 @biggovt @bigjournalism Tuesday Open Thread: Climate Change Edition,0
#BeforeMetsCardsEnds global warming will be a thing of the past.,0
Extremist climate change deniers blame Obama for snow RT @DarrellIssa As DC braces for more snow want to know the biggest Snowbama job going,0
"@jingstri blame global warming. oops climate change. oops, global cooling. oops. stupid planet! I mean people. I mean nature. I mean' argh!!",0
"Obama Creates NOAA Climate Service""to help governments & businesses adapt to climate change""It is as if Obama lives on another planet #tcot",0
"See, it is just a rumor. RT @zoeart: @Im4tun8 yuck.  What global warming.",0
"Climbing Out Of The Dark: Top 10 ""Global Warming"" Myths: So the IPCC is taking some real heat, and your everyday p... http://bit.ly/d5EDqh",0
Washington DC takes a Snow Day!!! Global Warming? I don't think so! http://bit.ly/9w0SZn #IPCC #climate #climategate #p2 #tlot #tcot #jokes,0
Another crooked scientist in global warming scam.http://tinyurl.com/yf89oyf Where's the US media? It's only a (cont) http://tl.gd/7t756,0
Poll: Most Nevadans Skeptical of Global Warming|A statewide poll shows 55 percent of Nevadans think global .. http://oohja.com/xb3DQ,0
@joshgracin now they just say it's global climate change. They really don't have enough data to prove man made global warming,0
Obama Wants New Agency to Study Climate Change http://ow.ly/15iGo Your tax dollars at work. WRITE.VOTE.RECALL,0
Cold and snow in the east screw up climate change report. Now ain't that too darned bad. Maybe it's the green freeze.,0
"@Lisa_Michele Yeah, it's not like Global Warming is real or anything. How does one justify something FAKE?",0
"A scolding President, China's Debt Bomb, Times are hard--unless you're a govt. worker & The Shame of Global Warming: http://bit.ly/2UR4Rk",0
We can no longer trust IPCC pseudo-scientific result on Global Warming. Isn't the time to do serious research on Sea Level&River Hydrology?,0
US Senate CAP & TAX *** Bill to be unveiled April 26 *** Global Warming Swindle (Video's too)|Our work is cut out .. http://oohja.com/xb3v0,0
"Obama 2 create a new agency dealing with ""climate change"" - is he serious?  http://bit.ly/cfGm4b  #powerelitescam #globalwarminghoax",0
"POWER ELITE promote social themes - U.N., global warming, bird flu.  They despise the free mkt, seek wealth thru manipulation like AL GORE.",0
http://bit.ly/aMFngB ;P Climategate Scientist Contemplated Suicide global warming skeptics,0
More pbls w Global Warming science re: Africa.  http://www.foxnews.com/scitech/2010/02/08/british-scientist-says-panel-losing-credibility/,0
Maaaan. All this global warming stuff just got exposed as a scandal. Hope we get some real science on the climate change that's happening.,0
US Senate CAP & TAX *** Bill to be unveiled April 26 *** Global Warming Swindle (Video's too)|Our work is cut out .. http://oohja.com/xb3rj,0
Obama's base cares about their religion of global warming and Marxism. The myth of healthcare. The myth of peace without having to be strong,0
Media Ignores Storm Over Climate Change http://bit.ly/bdASFT,0
RT @PatrickStrother: The great global warming collapse. From science to advocacy.  http://ow.ly/14T4W,0
RT @Flipbooks |@UN Climate Science Panel INCORRECTLY Linked Global Warming to Rise in Natural Disasters (Telegraph) http://bit.ly/8FDCTW,0
@thegeo He just invented the internet; he's already moved on to global warming :-),0
:)  Are ALL of these ways to stop global warming? carpool,0
@Emperor_Bob In this book he tears the whole global warming theory apart piece by piece. The debate is NOT closed.. just some minds,0
"Grrr! Flipping channels, I landed on Sundance Chnnl & some global warming hysteric ""documentary"" w/ IPCC dude yapping. Musta been a comedy.",0
"@Emperor_Bob Why, btw dio you now call it climate change? CO2 causes cooling also? Wow we better all hold our breath more",0
@Emperor_Bob Global Warming is only undeniable to the far Left who are not interested in pesky facts. The science is just not there.,0
How much has IPCC's reliance on 'grey literature' to advocate global warming cost business? Has policy uncertainty delayed economic growth?,0
Poll: Believers in man-made global warming rapidly dwindling: True/Slant What a great story. The Warmers are going... http://bit.ly/cGHOiP,0
global warming skeptics :P http://bit.ly/aEAwKV Because 'man-made global warming' skeptics in Alaska rock and,0
"http://ow.ly/14MqV  RFK, Jr. 15 months ago: Global warming means no snow or cold in DC |",0
The great global warming collapse  http://bit.ly/cNkFt3 Movement dead? Proper skepticism healthy. [Who is accountable for economic damage?],0
Is It Over for Global Warming Hysteria? http://bit.ly/9XFJUT,0
"snow -snow go away , global warming people are trying to stay.",0
Well researched article on Global Warming /climate change hoax. http://tinyurl.com/yf34stp,0
India is first country to probe climate change hoax. Wake up America. Al Gore and his greenies are a fraud.,0
"Is global warming a plot? Mm, nah: The Kanab Republican thinks there's a big fat conspiracy -- by scientists, the ... http://bit.ly/dry4Xb",0
The great global warming collapse - The Globe and Mail http://ow.ly/14DHG,0
Dumbass global warming believer whining abt big oil funding deniers. Agw alarmists R funded by big oil & more http://tinyurl.com/yctegy8,0
@Emperor_Bob So do I have it right? Global Warming caused by CO2 causes hothouse gases to cause freezing?? Got it!!,0
Poll: Nevada skeptical of global warming|Nevadans are cool to the idea the planet is getting warmer and to a .. http://oohja.com/xb1zV,0
This common sense observation alone discredits the global warming hoax proponents. http://bit.ly/9JoZBA,0
"I thought of killing myself, says climate scandal professor http://bit.ly/ddpGQL GLOBAL WARMING IS A FRAUD 4 WORLD GOVERNMENT! #NWO",0
Matt Ridley on climategate in Spectator: http://www.spectator.co.uk/print/politics/all/5749853/the-global-warming-guerrillas.thtml,0
"Legislature: global warming is a conspiracy: Examiner.com AP Photo State Representative Mike Noel-R, Kanab, believ... http://bit.ly/dvCD9W",0
Climate change?: RT @CNNInternatDesk 'Snowmageddon' slams WA -Close to 20 inches of snow piled up...cutting power to hundreds of thousands.,0
"The great global warming collapse http://tgam.ca/Hrh (via @globeandmail) Al Gore and the rest of the ""chicken little"" crowd need punishment!",0
"Media cools on global warming: By News on the Net Saturday, February 6, 2010 LAST weekend looks likely to have bee... http://bit.ly/9d2s2H",0
Claiming Climate change is man made or it will effect our lives if we dont change our ways IS COMPLETE BULLSHIT! TREE HUGGERS HARM US MORE!,0
RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,0
Yeah...global warming my ass...,0
"@LaurenConrad Oh.  Well, there goes the global warming theory LOL",0
@edenjames sign of the apocolypse: winter. Evidence against global warming: winter. Brr boo brrr,0
ENVIRONMENTAL REPUBLICAN: Global Warming Belief Melting Away: The Populus poll of 1001 adults found 25% did not th... http://bit.ly/9Vi0SM,0
"@1HotItalian First it was global cooling, then it was global warming, now it's climate change (AKA ""weather""). Simple! :) #tcot",0
RT @Flipbooks The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl #News,0
Effort underway to suspend California's global-warming law http://dlvr.it/1Q3x,0
How our belief in climate change is draining away as number of doubters rises by 10% in three months http://bit.ly/aEZOsx,0
Movement to suspend California's global-warming law gathers steam http://bit.ly/an5naD,0
"They predict 30"" snow in DC & Philly. Whack!! All 3 Wash airports closed thru Sunday. That damn global warming",0
Extreme weather across the globe is due to a strong El Nino. It may be climate change related. Scientists aren't sure. http://bit.ly/98dRYO,0
RT @lizarddawg Global Warming Dying A Horrible Death http://cli.gs/S5BjH #UN #obama #tcot #NASA,0
"All ppl w/ working brains know global warming's a huge con, but politicians still pushing capntrade Sign petition http://tinyurl.com/nuxxhg",0
